2025-01-26 09:25:37.160 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-26 09:25:37.161 | INFO     | __main__:<module>:68 - Project root: C:\Users\Nicole\Documents\streamingData\module03\buzzline-03-hansen
2025-01-26 09:25:37.162 | INFO     | __main__:<module>:72 - Data folder: C:\Users\Nicole\Documents\streamingData\module03\buzzline-03-hansen\data
2025-01-26 09:25:37.162 | INFO     | __main__:<module>:76 - Data file: C:\Users\Nicole\Documents\streamingData\module03\buzzline-03-hansen\data\buzz.json
2025-01-26 09:25:37.162 | INFO     | __main__:main:136 - START producer.
2025-01-26 09:25:37.162 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-26 09:25:37.178 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:79 - Zookeeper is ready at localhost:2181.
2025-01-26 09:25:37.179 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-26 09:25:37.513 | INFO     | utils.utils_producer:check_kafka_service_is_ready:98 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 0, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'jP7x0E_sRWyKcXp6QQNR8w', 'controller_id': 0}
2025-01-26 09:25:37.516 | INFO     | __main__:get_kafka_topic:50 - Kafka topic: buzzline_json
2025-01-26 09:25:37.516 | INFO     | __main__:get_message_interval:57 - Message interval: 1 seconds
2025-01-26 09:25:37.517 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-26 09:25:37.518 | INFO     | utils.utils_producer:create_kafka_producer:146 - Connecting to Kafka broker at localhost:9092...
2025-01-26 09:25:37.626 | INFO     | utils.utils_producer:create_kafka_producer:151 - Kafka producer successfully created.
2025-01-26 09:25:37.627 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-26 09:25:37.953 | INFO     | utils.utils_producer:create_kafka_topic:176 - Creating 'buzzline_json'.
2025-01-26 09:25:38.008 | INFO     | utils.utils_producer:create_kafka_topic:181 - Topic 'buzzline_json' created successfully.
2025-01-26 09:25:38.009 | INFO     | __main__:main:159 - Kafka topic 'buzzline_json' is ready.
2025-01-26 09:25:38.009 | INFO     | __main__:main:165 - Starting message production to topic 'buzzline_json'...
2025-01-26 09:25:38.010 | INFO     | __main__:generate_messages:95 - Opening data file in read mode: C:\Users\Nicole\Documents\streamingData\module03\buzzline-03-hansen\data\buzz.json
2025-01-26 09:25:38.011 | INFO     | __main__:generate_messages:97 - Reading data from file: C:\Users\Nicole\Documents\streamingData\module03\buzzline-03-hansen\data\buzz.json
2025-01-26 09:25:38.075 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-01-26 09:25:39.079 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Alice'}
2025-01-26 09:25:40.084 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Charlie'}
